
---------- SYSTEMBER.LOG
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  61
PRB RSSI =  61
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  64
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  61
PRB RSSI =  62
PRB RSSI =  60
PRB RSSI =  62
PRB RSSI =  61
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  61
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  61
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  60
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  60
PRB RSSI =  62
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  61
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  59
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  64
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  59
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  64
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  61
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  62
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  62
PRB RSSI =  61
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  62
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  63
PRB RSSI =  64
PRB RSSI =  64
PRB RSSI =  61
